scenario_id,actor,modality,emotion,video_path
0105202,Z,T,ignoring,01/0105202/0105202Z6Tignoring.mov
0105202,A,T,ignoring,01/0105202/0105202A6Tignoring.mov
0105202,S,V,ignoring,01/0105202/0105202S4Vignoring.mov
0105202,U,T,ignoring,01/0105202/0105202U5Tignoring.mov
0105301,U,T,disrespectful,01/0105301/0105301U5Tdisrespectful.mov
0105301,U,T,disrespectful,01/0105301/0105301U1Tdisrespectful.mov
0105301,P,T,disrespectful,01/0105301/0105301P6Tdisrespectful.mov
0105301,U,T,disrespectful,01/0105301/0105301U2Tdisrespectful.mov
0105301,U,T,disrespectful,01/0105301/0105301U6Tdisrespectful.mov
0105301,Z,T,disrespectful,01/0105301/0105301Z6Tdisrespectful.mov
0106002,S,V,hateful,01/0106002/0106002S4Vhateful.mov
0106002,U,T,hateful,01/0106002/0106002U2Thateful.mov
0106002,Z,T,hateful,01/0106002/0106002Z6Thateful.mov
0106002,U,T,hateful,01/0106002/0106002U1Thateful.mov
0106002,R,T,hateful,01/0106002/0106002R6Thateful.mov
0106002,A,T,hateful,01/0106002/0106002A6Thateful.mov
0106201,U,T,gleeful,01/0106201/0106201U5Tgleeful.mov
0106201,S,V,gleeful,01/0106201/0106201S5Vgleeful.mov
0106201,R,T,gleeful,01/0106201/0106201R6Tgleeful.mov
0106201,U,T,gleeful,01/0106201/0106201U6Tgleeful.mov
0106201,P,T,gleeful,01/0106201/0106201P6Tgleeful.mov
0106201,S,V,gleeful,01/0106201/0106201S2Vgleeful.mov
0106201,Z,T,gleeful,01/0106201/0106201Z6Tgleeful.mov
0106201,P,T,gleeful,01/0106201/0106201P5Tgleeful.mov
0106501,S,V,haughty,01/0106501/0106501S4Vhaughty.mov
0106501,P,T,haughty,01/0106501/0106501P5Thaughty.mov
0106501,S,V,haughty,01/0106501/0106501S1Vhaughty.mov
0106501,P,T,haughty,01/0106501/0106501P6Thaughty.mov
0106501,P,T,haughty,01/0106501/0106501P4Thaughty.mov
0106501,A,T,haughty,01/0106501/0106501A5Thaughty.mov
0106501,R,T,haughty,01/0106501/0106501R6Thaughty.mov
0106501,U,T,haughty,01/0106501/0106501U6Thaughty.mov
0106601,U,T,hostile,01/0106601/0106601U6Thostile.mov
0106601,R,T,hostile,01/0106601/0106601R6Thostile.mov
0106601,S,V,hostile,01/0106601/0106601S6Vhostile.mov
0106601,U,T,hostile,01/0106601/0106601U5Thostile.mov
0106601,P,T,hostile,01/0106601/0106601P5Thostile.mov
0106601,Z,T,hostile,01/0106601/0106601Z6Thostile.mov
0106601,S,V,hostile,01/0106601/0106601S1Vhostile.mov
0106601,P,T,hostile,01/0106601/0106601P6Thostile.mov
0106804,P,T,rude,01/0106804/0106804P3Trude.mov
0106804,S,V,rude,01/0106804/0106804S6Vrude.mov
0106804,P,T,rude,01/0106804/0106804P5Trude.mov
0106804,R,T,rude,01/0106804/0106804R6Trude.mov
0106804,S,V,rude,01/0106804/0106804S3Vrude.mov
0106804,Z,T,rude,01/0106804/0106804Z6Trude.mov
0106804,U,T,rude,01/0106804/0106804U5Trude.mov
0106804,P,T,rude,01/0106804/0106804P6Trude.mov
0107202,S,V,unfriendly,01/0107202/0107202S3Vunfriendly.mov
0107202,S,V,unfriendly,01/0107202/0107202S2Vunfriendly.mov
0107202,P,T,unfriendly,01/0107202/0107202P3Tunfriendly.mov
0107202,U,T,unfriendly,01/0107202/0107202U2Tunfriendly.mov
0107202,Z,T,unfriendly,01/0107202/0107202Z5Tunfriendly.mov
0107202,R,T,unfriendly,01/0107202/0107202R6Tunfriendly.mov
0107202,U,T,unfriendly,01/0107202/0107202U6Tunfriendly.mov
0107202,U,T,unfriendly,01/0107202/0107202U1Tunfriendly.mov
0107302,P,T,uncaring,01/0107302/0107302P5Tuncaring.mov
0107302,R,T,uncaring,01/0107302/0107302R6Tuncaring.mov
0107302,A,T,uncaring,01/0107302/0107302A5Tuncaring.mov
0107302,P,T,uncaring,01/0107302/0107302P4Tuncaring.mov
0107302,Z,T,uncaring,01/0107302/0107302Z5Tuncaring.mov
0107302,S,V,uncaring,01/0107302/0107302S3Vuncaring.mov
0107302,U,T,uncaring,01/0107302/0107302U2Tuncaring.mov
0107302,S,V,uncaring,01/0107302/0107302S2Vuncaring.mov
0107801,R,T,judgmental,01/0107801/0107801R6Tjudgmental.mov
0107801,Z,T,judgmental,01/0107801/0107801Z5Tjudgmental.mov
0107801,U,T,judgmental,01/0107801/0107801U5Tjudgmental.mov
0107801,S,V,judgmental,01/0107801/0107801S1Vjudgmental.mov
0107801,P,T,judgmental,01/0107801/0107801P4Tjudgmental.mov
0107801,P,T,judgmental,01/0107801/0107801P5Tjudgmental.mov
0107801,S,V,judgmental,01/0107801/0107801S4Vjudgmental.mov
0107801,P,T,judgmental,01/0107801/0107801P6Tjudgmental.mov
0108001,A,T,mean,01/0108001/0108001A5Tmean.mov
0108001,U,T,mean,01/0108001/0108001U2Tmean.mov
0108001,Z,T,mean,01/0108001/0108001Z6Tmean.mov
0108001,U,T,mean,01/0108001/0108001U1Tmean.mov
0108001,S,V,mean,01/0108001/0108001S6Vmean.mov
0108001,P,T,mean,01/0108001/0108001P4Tmean.mov
0108001,U,T,mean,01/0108001/0108001U6Tmean.mov
0109602,P,T,rejecting,01/0109602/0109602P6Trejecting.mov
0109602,P,T,rejecting,01/0109602/0109602P5Trejecting.mov
0109602,S,V,rejecting,01/0109602/0109602S3Vrejecting.mov
0109602,U,T,rejecting,01/0109602/0109602U5Trejecting.mov
0109602,R,T,rejecting,01/0109602/0109602R6Trejecting.mov
0109602,Z,T,rejecting,01/0109602/0109602Z6Trejecting.mov
0109602,S,V,rejecting,01/0109602/0109602S2Vrejecting.mov
0109602,P,T,rejecting,01/0109602/0109602P3Trejecting.mov
0109801,R,T,sadistic,01/0109801/0109801R6Tsadistic.mov
0109801,P,T,sadistic,01/0109801/0109801P5Tsadistic.mov
0109801,P,T,sadistic,01/0109801/0109801P3Tsadistic.mov
0109801,Z,T,sadistic,01/0109801/0109801Z6Tsadistic.mov
0109801,S,V,sadistic,01/0109801/0109801S3Vsadistic.mov
0109801,P,T,sadistic,01/0109801/0109801P6Tsadistic.mov
0109801,U,T,sadistic,01/0109801/0109801U5Tsadistic.mov
0109901,A,T,sarcastic,01/0109901/0109901A6Tsarcastic.mov
0109901,P,T,sarcastic,01/0109901/0109901P5Tsarcastic.mov
0109901,P,T,sarcastic,01/0109901/0109901P6Tsarcastic.mov
0109901,S,V,sarcastic,01/0109901/0109901S4Vsarcastic.mov
0109901,Z,T,sarcastic,01/0109901/0109901Z5Tsarcastic.mov
0109901,U,T,sarcastic,01/0109901/0109901U5Tsarcastic.mov
0110101,P,T,selfish,01/0110101/0110101P3Tselfish.mov
0110101,U,T,selfish,01/0110101/0110101U1Tselfish.mov
0110101,P,T,selfish,01/0110101/0110101P6Tselfish.mov
0110101,S,V,selfish,01/0110101/0110101S1Vselfish.mov
0110101,Z,T,selfish,01/0110101/0110101Z6Tselfish.mov
0110101,U,T,selfish,01/0110101/0110101U2Tselfish.mov
0110101,U,T,selfish,01/0110101/0110101U5Tselfish.mov
0110401,Z,T,stern,01/0110401/0110401Z5Tstern.mov
0110401,A,T,stern,01/0110401/0110401A5Tstern.mov
0110401,S,V,stern,01/0110401/0110401S5Vstern.mov
0110401,P,T,stern,01/0110401/0110401P4Tstern.mov
0110401,P,T,stern,01/0110401/0110401P5Tstern.mov
0110401,P,T,stern,01/0110401/0110401P6Tstern.mov
0110401,S,V,stern,01/0110401/0110401S6Vstern.mov
0110401,R,T,stern,01/0110401/0110401R6Tstern.mov
0110501,P,T,supercilious,01/0110501/0110501P6Tsupercilious.mov
0110501,U,T,supercilious,01/0110501/0110501U6Tsupercilious.mov
0110501,P,T,supercilious,01/0110501/0110501P3Tsupercilious.mov
0110501,S,V,supercilious,01/0110501/0110501S5Vsupercilious.mov
0110501,R,T,supercilious,01/0110501/0110501R6Tsupercilious.mov
0110501,S,V,supercilious,01/0110501/0110501S2Vsupercilious.mov
0110501,U,T,supercilious,01/0110501/0110501U5Tsupercilious.mov
0110501,P,T,supercilious,01/0110501/0110501P5Tsupercilious.mov
0110701,U,T,threatening,01/0110701/0110701U1Tthreatening.mov
0110701,S,V,threatening,01/0110701/0110701S2Vthreatening.mov
0110701,U,T,threatening,01/0110701/0110701U2Tthreatening.mov
0110701,P,T,threatening,01/0110701/0110701P3Tthreatening.mov
0110701,Z,T,threatening,01/0110701/0110701Z5Tthreatening.mov
0110701,R,T,threatening,01/0110701/0110701R6Tthreatening.mov
0110701,P,T,threatening,01/0110701/0110701P5Tthreatening.mov
0110901,S,V,unapproachable,01/0110901/0110901S2Vunapproachable.mov
0110901,P,T,unapproachable,01/0110901/0110901P4Tunapproachable.mov
0110901,S,V,unapproachable,01/0110901/0110901S1Vunapproachable.mov
0110901,P,T,unapproachable,01/0110901/0110901P5Tunapproachable.mov
0110901,U,T,unapproachable,01/0110901/0110901U6Tunapproachable.mov
0110901,U,T,unapproachable,01/0110901/0110901U5Tunapproachable.mov
0110901,P,T,unapproachable,01/0110901/0110901P6Tunapproachable.mov
0110901,Z,T,unapproachable,01/0110901/0110901Z5Tunapproachable.mov
0111201,P,T,unkind,01/0111201/0111201P6Tunkind.mov
0111201,U,T,unkind,01/0111201/0111201U6Tunkind.mov
0111201,U,T,unkind,01/0111201/0111201U1Tunkind.mov
0111201,Z,T,unkind,01/0111201/0111201Z5Tunkind.mov
0111201,S,V,unkind,01/0111201/0111201S1Vunkind.mov
0111201,U,T,unkind,01/0111201/0111201U2Tunkind.mov
0111201,R,T,unkind,01/0111201/0111201R6Tunkind.mov
0111301,R,T,unreceptive,01/0111301/0111301R6Tunreceptive.mov
0111301,P,T,unreceptive,01/0111301/0111301P5Tunreceptive.mov
0111301,U,T,unreceptive,01/0111301/0111301U5Tunreceptive.mov
0111301,P,T,unreceptive,01/0111301/0111301P3Tunreceptive.mov
0111301,P,T,unreceptive,01/0111301/0111301P6Tunreceptive.mov
0111301,S,V,unreceptive,01/0111301/0111301S2Vunreceptive.mov
0111301,Z,T,unreceptive,01/0111301/0111301Z6Tunreceptive.mov
0111301,S,V,unreceptive,01/0111301/0111301S3Vunreceptive.mov
0111602,P,T,vindictive,01/0111602/0111602P6Tvindictive.mov
0111602,S,V,vindictive,01/0111602/0111602S2Vvindictive.mov
0111602,S,V,vindictive,01/0111602/0111602S1Vvindictive.mov
0111602,P,T,vindictive,01/0111602/0111602P4Tvindictive.mov
0111602,Z,T,vindictive,01/0111602/0111602Z5Tvindictive.mov
0111602,U,T,vindictive,01/0111602/0111602U5Tvindictive.mov
0111602,R,T,vindictive,01/0111602/0111602R6Tvindictive.mov
0111602,U,T,vindictive,01/0111602/0111602U6Tvindictive.mov
0111901,U,T,violent,01/0111901/0111901U2Tviolent.mov
0111901,P,T,violent,01/0111901/0111901P5Tviolent.mov
0111901,Z,T,violent,01/0111901/0111901Z5Tviolent.mov
0111901,S,V,violent,01/0111901/0111901S2Vviolent.mov
0111901,R,T,violent,01/0111901/0111901R6Tviolent.mov
0111901,P,T,violent,01/0111901/0111901P4Tviolent.mov
0111901,A,T,violent,01/0111901/0111901A5Tviolent.mov
0112101,U,T,oppressive,01/0112101/0112101U5Toppressive.mov
0112101,A,T,oppressive,01/0112101/0112101A6Toppressive.mov
0112101,U,T,oppressive,01/0112101/0112101U6Toppressive.mov
0112101,R,T,oppressive,01/0112101/0112101R6Toppressive.mov
0112101,P,T,oppressive,01/0112101/0112101P4Toppressive.mov
0112101,S,V,oppressive,01/0112101/0112101S6Voppressive.mov
0112101,P,T,oppressive,01/0112101/0112101P5Toppressive.mov
0200102,S,V,anguished,02/0200102/0200102S5Vanguished.mov
0200102,P,T,anguished,02/0200102/0200102P4Tanguished.mov
0200102,P,T,anguished,02/0200102/0200102P5Tanguished.mov
0200102,P,T,anguished,02/0200102/0200102P6Tanguished.mov
0200102,R,T,anguished,02/0200102/0200102R6Tanguished.mov
0200102,S,V,anguished,02/0200102/0200102S4Vanguished.mov
0200102,U,T,anguished,02/0200102/0200102U5Tanguished.mov
0200102,Z,T,anguished,02/0200102/0200102Z5Tanguished.mov
0200415,Z,T,sad,02/0200415/0200415Z6Tsad.mov
0200415,U,T,sad,02/0200415/0200415U2Tsad.mov
0200415,S,V,sad,02/0200415/0200415S1Vsad.mov
0200415,P,T,sad,02/0200415/0200415P5Tsad.mov
0200415,U,T,sad,02/0200415/0200415U1Tsad.mov
0200415,P,T,sad,02/0200415/0200415P4Tsad.mov
0200415,S,V,sad,02/0200415/0200415S6Vsad.mov
0200415,A,T,sad,02/0200415/0200415A5Tsad.mov
0200502,U,T,disappointed,02/0200502/0200502U2Tdisappointed.mov
0200502,P,T,disappointed,02/0200502/0200502P6Tdisappointed.mov
0200502,P,T,disappointed,02/0200502/0200502P3Tdisappointed.mov
0200502,S,V,disappointed,02/0200502/0200502S1Vdisappointed.mov
0200502,Z,T,disappointed,02/0200502/0200502Z6Tdisappointed.mov
0200502,U,T,disappointed,02/0200502/0200502U1Tdisappointed.mov
0200502,U,T,disappointed,02/0200502/0200502U5Tdisappointed.mov
0200602,U,T,lonely,02/0200602/0200602U2Tlonely.mov
0200602,P,T,lonely,02/0200602/0200602P5Tlonely.mov
0200602,S,V,lonely,02/0200602/0200602S3Vlonely.mov
0200602,P,T,lonely,02/0200602/0200602P3Tlonely.mov
0200602,U,T,lonely,02/0200602/0200602U6Tlonely.mov
0200602,Z,T,lonely,02/0200602/0200602Z6Tlonely.mov
0200602,U,T,lonely,02/0200602/0200602U1Tlonely.mov
0200701,Z,T,despairing,02/0200701/0200701Z5Tdespairing.mov
0200701,U,T,despairing,02/0200701/0200701U6Tdespairing.mov
0200701,R,T,despairing,02/0200701/0200701R6Tdespairing.mov
